From	Entry	Reviewed	Entry Name	Protein names	Organism	Length
WP_001181005.1	A0A224AFE1	unreviewed	A0A224AFE1_SALET	30S ribosomal protein S10	Salmonella enterica subsp. enterica serovar Braenderup	103
WP_001181005.1	A0A1R2FBC5	unreviewed	A0A1R2FBC5_SALEN	30S ribosomal protein S10	Salmonella enteritidis	103
WP_001181005.1	A0A3S4GCZ4	unreviewed	A0A3S4GCZ4_YEREN	30S ribosomal protein S10	Yersinia enterocolitica subsp. enterocolitica	103
WP_001181005.1	A0A1V2QYB9	unreviewed	A0A1V2QYB9_9GAMM	30S ribosomal protein S10	Pectobacterium actinidiae	103
WP_001181005.1	A0A2U1TIX3	unreviewed	A0A2U1TIX3_9GAMM	30S ribosomal protein S10	Brenneria roseae subsp. americana	103
WP_001181005.1	A0A4R6VGB5	unreviewed	A0A4R6VGB5_9PAST	30S ribosomal protein S10	Mesocricetibacter intestinalis	103
WP_001181005.1	A0A4R2T105	unreviewed	A0A4R2T105_9PAST	30S ribosomal protein S10	Cricetibacter osteomyelitidis	103
WP_001181005.1	A0A087L3T0	unreviewed	A0A087L3T0_9GAMM	30S ribosomal protein S10	Serratia sp. Ag1	103
WP_001181005.1	A0A4R3Y9X7	unreviewed	A0A4R3Y9X7_9PAST	30S ribosomal protein S10	Testudinibacter aquarius	103
WP_001181005.1	A0A6G8J467	unreviewed	A0A6G8J467_9PAST	30S ribosomal protein S10	Pasteurellaceae bacterium Orientalotternb1	103
WP_001181005.1	A0A0A2Y495	unreviewed	A0A0A2Y495_9PAST	30S ribosomal protein S10	Gallibacterium genomosp. 1	103
WP_001181005.1	A0A0A2XFX9	unreviewed	A0A0A2XFX9_9PAST	30S ribosomal protein S10	Gallibacterium genomosp. 2	103
WP_001181005.1	A0A0L7SW63	unreviewed	A0A0L7SW63_9GAMM	30S ribosomal protein S10	Erwinia iniecta	103
WP_001181005.1	A0A6N6K0M2	unreviewed	A0A6N6K0M2_9ENTR	30S ribosomal protein S10	Citrobacter pasteurii	103
WP_001181005.1	A0A1H8XMI0	unreviewed	A0A1H8XMI0_9ENTR	30S ribosomal protein S10	Enterobacter sp. NFIX58	103
WP_001181005.1	A0A1X7M5G9	unreviewed	A0A1X7M5G9_9ENTR	30S ribosomal protein S10	Cedecea sp. NFIX57	103
WP_001181005.1	A0A3N0FT65	unreviewed	A0A3N0FT65_9GAMM	30S ribosomal protein S10	Dickeya undicola	103
WP_001181005.1	A0A1F2ME27	unreviewed	A0A1F2ME27_9ENTR	30S ribosomal protein S10	Klebsiella sp. HMSC16C06	103
WP_001181005.1	A0A089PZA0	unreviewed	A0A089PZA0_9ENTR	30S ribosomal protein S10	Cedecea neteri	103
WP_001181005.1	A0A2N0CQU6	unreviewed	A0A2N0CQU6_9ENTR	30S ribosomal protein S10	Cedecea lapagei	103
WP_001181005.1	A0A330D634	unreviewed	A0A330D634_9ENTR	30S ribosomal protein S10	Enterobacter hormaechei	103
WP_001181005.1	A0A2X4UQ29	unreviewed	A0A2X4UQ29_9GAMM	30S ribosomal protein S10	Leminorella richardii	103
WP_001181005.1	A0A0H2QHK0	unreviewed	A0A0H2QHK0_9GAMM	30S ribosomal protein S10	Moellerella wisconsensis	103
WP_001181005.1	A0A379G8L3	unreviewed	A0A379G8L3_9GAMM	30S ribosomal protein S10	Providencia rustigianii	103
WP_001181005.1	A0A6H0KC09	unreviewed	A0A6H0KC09_9ENTR	30S ribosomal protein S10	Yokenella regensburgei	103
WP_001181005.1	A0A4R3VE13	unreviewed	A0A4R3VE13_9GAMM	30S ribosomal protein S10	Samsonia erythrinae	103
WP_001181005.1	A0A1S1FTW9	unreviewed	A0A1S1FTW9_9PAST	30S ribosomal protein S10	Haemophilus sp. HMSC61B11	103
WP_001181005.1	A0A6P1Q591	unreviewed	A0A6P1Q591_9GAMM	30S ribosomal protein S10	Mixta intestinalis	103
WP_001181005.1	A0A0U5E6D1	unreviewed	A0A0U5E6D1_9GAMM	30S ribosomal protein S10	Erwinia gerundensis	103
WP_001181005.1	A0A5W1FE23	unreviewed	A0A5W1FE23_SALTM	30S ribosomal protein S10	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-	103
WP_001181005.1	A0A6G9I808	unreviewed	A0A6G9I808_9GAMM	30S ribosomal protein S10	Zophobihabitans entericus	103
WP_001181005.1	A0A6H3ALQ8	unreviewed	A0A6H3ALQ8_9ENTR	30S ribosomal protein S10	Citrobacter sp. A316	103
WP_001181005.1	A0A5B0SY24	unreviewed	A0A5B0SY24_9ENTR	30S ribosomal protein S10	Citrobacter portucalensis	103
WP_001181005.1	A0A5H8IHB2	unreviewed	A0A5H8IHB2_SALET	30S ribosomal protein S10	Salmonella enterica subsp. enterica serovar Reading	103
WP_001181005.1	A0A0M1GLD0	unreviewed	A0A0M1GLD0_9PAST	30S ribosomal protein S10	Haemophilus sp. C1	103
WP_001181005.1	A0A1B3JGW6	unreviewed	A0A1B3JGW6_9PAST	30S ribosomal protein S10	Pasteurellaceae bacterium NI1060	103
WP_001181005.1	A0A0L0AS44	unreviewed	A0A0L0AS44_9ENTR	30S ribosomal protein S10	Klebsiella sp. RIT-PI-d	103
WP_001181005.1	A0A0J1PQR4	unreviewed	A0A0J1PQR4_9ENTR	30S ribosomal protein S10	Citrobacter sp. MGH105	103
WP_001181005.1	A0A0J1LI41	unreviewed	A0A0J1LI41_9ENTR	30S ribosomal protein S10	Citrobacter sp. MGH106	103
WP_001181005.1	A0A0J1MN96	unreviewed	A0A0J1MN96_9ENTR	30S ribosomal protein S10	Citrobacter sp. MGH109	103
WP_001181005.1	A0A837LV35	unreviewed	A0A837LV35_9ENTR	30S ribosomal protein S10	Citrobacter sp. BIDMC107	103
WP_001181005.1	A0A1B7L4V2	unreviewed	A0A1B7L4V2_9ENTR	30S ribosomal protein S10	Mangrovibacter phragmitis	103
WP_001181005.1	A0A2Z3X1E3	unreviewed	A0A2Z3X1E3_9ENTR	30S ribosomal protein S10	Citrobacter sp. CRE-46	103
WP_001181005.1	A0A0Q4NKH0	unreviewed	A0A0Q4NKH0_9GAMM	30S ribosomal protein S10	Erwinia sp. Leaf53	103
WP_001181005.1	A0A0V9JGI0	unreviewed	A0A0V9JGI0_9ENTR	30S ribosomal protein S10	Citrobacter sp. 50677481	103
WP_001181005.1	A0A1F0UMC3	unreviewed	A0A1F0UMC3_9PAST	30S ribosomal protein S10	Haemophilus sp. HMSC073C03	103
WP_001181005.1	A0A7X1EJR5	unreviewed	A0A7X1EJR5_9ENTR	30S ribosomal protein S10	Citrobacter cronae	103
WP_001181005.1	A0A1I6EP67	unreviewed	A0A1I6EP67_9ENTR	30S ribosomal protein S10	Enterobacter sp. kpr-6	103
WP_001181005.1	A0A2K8QSK6	unreviewed	A0A2K8QSK6_9GAMM	30S ribosomal protein S10	Dickeya fangzhongdai	103
WP_001181005.1	A0A3V3CMY8	unreviewed	A0A3V3CMY8_SALET	30S ribosomal protein S10	Salmonella enterica subsp. enterica serovar Havana	103
WP_001181005.1	A0A086EG11	unreviewed	A0A086EG11_9GAMM	30S ribosomal protein S10	Pectobacterium brasiliense	103
WP_001181005.1	A0A167QEU5	unreviewed	A0A167QEU5_9ENTR	30S ribosomal protein S10	Enterobacter roggenkampii	103
WP_001181005.1	A0A6H0T356	unreviewed	A0A6H0T356_9PAST	30S ribosomal protein S10	Pasteurellaceae bacterium RH1A	103
WP_001181005.1	A0A410X947	unreviewed	A0A410X947_PROHU	30S ribosomal protein S10	Proteus hauseri	103
WP_001181005.1	A0A1C7W758	unreviewed	A0A1C7W758_9GAMM	30S ribosomal protein S10	Serratia sp. 14-2641	103
WP_001181005.1	A0A3C2BMY5	unreviewed	A0A3C2BMY5_9ENTR	30S ribosomal protein S10	Enterobacteriaceae bacterium	103
WP_001181005.1	A0A4R6DTT7	unreviewed	A0A4R6DTT7_9ENTR	30S ribosomal protein S10	Scandinavium goeteborgense	103
WP_001181005.1	A0A1B8YL68	unreviewed	A0A1B8YL68_9GAMM	30S ribosomal protein S10	Photorhabdus namnaonensis	103
WP_001181005.1	A0A2D0KUY9	unreviewed	A0A2D0KUY9_9GAMM	30S ribosomal protein S10	Xenorhabdus sp. KJ12.1	103
WP_001181005.1	A0A2D0JXZ8	unreviewed	A0A2D0JXZ8_9GAMM	30S ribosomal protein S10	Xenorhabdus sp. KK7.4	103
WP_001181005.1	A0A1B8QSU1	unreviewed	A0A1B8QSU1_9PAST	30S ribosomal protein S10	Haemophilus sp. CCUG 66565	103
WP_001181005.1	A0A1B8QY58	unreviewed	A0A1B8QY58_9PAST	30S ribosomal protein S10	Haemophilus sp. CCUG 60358	103
WP_001181005.1	A0A3N4NDC4	unreviewed	A0A3N4NDC4_9GAMM	30S ribosomal protein S10	Pantoea sp. RIT388	103
WP_001181005.1	A0A1Q5TKF6	unreviewed	A0A1Q5TKF6_9GAMM	30S ribosomal protein S10	Xenorhabdus eapokensis	103
WP_001181005.1	A0A1Q5TPL2	unreviewed	A0A1Q5TPL2_9GAMM	30S ribosomal protein S10	Xenorhabdus thuongxuanensis	103
WP_001181005.1	A0A1I5I8Y5	unreviewed	A0A1I5I8Y5_9GAMM	30S ribosomal protein S10	Pantoea sp. OV426	103
WP_001181005.1	A0A1W6B382	unreviewed	A0A1W6B382_9GAMM	30S ribosomal protein S10	Pantoea alhagi	103
WP_001181005.1	A0A5I5Z1C0	unreviewed	A0A5I5Z1C0_SALET	30S ribosomal protein S10	Salmonella enterica subsp. enterica serovar Cubana	103
WP_001181005.1	A0A2U8FI10	unreviewed	A0A2U8FI10_9PAST	30S ribosomal protein S10	Actinobacillus porcitonsillarum	103
WP_001181005.1	A0A1D8K0D0	unreviewed	A0A1D8K0D0_9ENTR	30S ribosomal protein S10	Klebsiella sp. LTGPAF-6F	103
WP_001181005.1	A0A0H3IAS4	unreviewed	A0A0H3IAS4_PECPM	30S ribosomal protein S10	Pectobacterium parmentieri	103
WP_001181005.1	A0A1V3KDU3	unreviewed	A0A1V3KDU3_9PAST	30S ribosomal protein S10	Rodentibacter heylii	103
WP_001181005.1	A0A1V3L3G7	unreviewed	A0A1V3L3G7_9PAST	30S ribosomal protein S10	Rodentibacter ratti	103
WP_001181005.1	A0A1V3JLP1	unreviewed	A0A1V3JLP1_9PAST	30S ribosomal protein S10	Rodentibacter myodis	103
WP_001181005.1	A0A1V3IFB5	unreviewed	A0A1V3IFB5_9PAST	30S ribosomal protein S10	Rodentibacter mrazii	103
WP_001181005.1	A0A1V3IAJ2	unreviewed	A0A1V3IAJ2_9PAST	30S ribosomal protein S10	Rodentibacter heidelbergensis	103
WP_001181005.1	A0A1V3IP09	unreviewed	A0A1V3IP09_9PAST	30S ribosomal protein S10	Rodentibacter rarus	103
WP_001181005.1	A0A1V3J5D1	unreviewed	A0A1V3J5D1_9PAST	30S ribosomal protein S10	Rodentibacter trehalosifermentans	103
WP_001181005.1	A0A1V3J5G8	unreviewed	A0A1V3J5G8_9PAST	30S ribosomal protein S10	Rodentibacter genomosp. 1	103
WP_001181005.1	A0A1V3JCT8	unreviewed	A0A1V3JCT8_9PAST	30S ribosomal protein S10	Rodentibacter genomosp. 2	103
WP_001181005.1	A0A2G8DZJ8	unreviewed	A0A2G8DZJ8_9GAMM	30S ribosomal protein S10	Erwinia sp. OLSSP12	103
WP_001181005.1	A0A811XK39	unreviewed	A0A811XK39_9ENTR	30S ribosomal protein S10	Citrobacter europaeus	103
WP_001181005.1	A0A1Z3N1C2	unreviewed	A0A1Z3N1C2_9ENTR	30S ribosomal protein S10	Enterobacter cloacae complex sp. ECNIH7	103
WP_001181005.1	A0A2I8QKH1	unreviewed	A0A2I8QKH1_9ENTR	30S ribosomal protein S10	Enterobacteriaceae bacterium ENNIH2	103
WP_001181005.1	A0A3S5G466	unreviewed	A0A3S5G466_9ENTR	30S ribosomal protein S10	Citrobacter sp. CFNIH10	103
WP_001181005.1	A0A2I8NMP2	unreviewed	A0A2I8NMP2_9ENTR	30S ribosomal protein S10	Leclercia sp. LSNIH1	103
WP_001181005.1	A0A1V3TP20	unreviewed	A0A1V3TP20_9PAST	30S ribosomal protein S10	Pasteurellaceae bacterium 15-036681	103
WP_001181005.1	A0A1S8Y9I1	unreviewed	A0A1S8Y9I1_9GAMM	30S ribosomal protein S10	Izhakiella australiensis	103
WP_001181005.1	A0A2G8D345	unreviewed	A0A2G8D345_9GAMM	30S ribosomal protein S10	Erwinia sp. OLMDLW33	103
WP_001181005.1	A0A486WWF0	unreviewed	A0A486WWF0_SALET	30S ribosomal protein S10	Salmonella enterica subsp. enterica serovar Stanley	103
WP_001181005.1	A0A224AHA6	unreviewed	A0A224AHA6_SALET	30S ribosomal protein S10	Salmonella enterica subsp. enterica serovar Mbandaka	103
WP_001181005.1	A0A2T8KYR0	unreviewed	A0A2T8KYR0_SALET	30S ribosomal protein S10	Salmonella enterica subsp. enterica serovar Kentucky	103
WP_001181005.1	A0A3Z1U7E8	unreviewed	A0A3Z1U7E8_SALET	30S ribosomal protein S10	Salmonella enterica subsp. enterica serovar Haifa	103
WP_001181005.1	A0A8B4GRL4	unreviewed	A0A8B4GRL4_9GAMM	30S ribosomal protein S10	Serratia sp. JKS000199	103
WP_001181005.1	A0A659QQH7	unreviewed	A0A659QQH7_SALET	30S ribosomal protein S10	Salmonella enterica subsp. enterica serovar Wilhelmsburg	103
WP_001181005.1	A0A447JBB1	unreviewed	A0A447JBB1_SALET	30S ribosomal protein S10	Salmonella enterica subsp. enterica serovar Daytona	103
WP_001181005.1	A0A1V9DR33	unreviewed	A0A1V9DR33_9GAMM	30S ribosomal protein S10	Pantoea latae	103
WP_001181005.1	A0A701XY45	unreviewed	A0A701XY45_SALHO	30S ribosomal protein S10	Salmonella enterica subsp. houtenae serovar 45:g,z51:-	103
WP_001181005.1	A0A603BEJ3	unreviewed	A0A603BEJ3_SALER	30S ribosomal protein S10	Salmonella enterica subsp. salamae serovar 50:b:z6	103
WP_001181005.1	A0A5I0SNW2	unreviewed	A0A5I0SNW2_SALET	30S ribosomal protein S10	Salmonella enterica subsp. enterica serovar Agbeni	103
WP_001181005.1	A0A5H5KDJ0	unreviewed	A0A5H5KDJ0_SALET	30S ribosomal protein S10	Salmonella enterica subsp. enterica serovar Telelkebir	103
WP_001181005.1	A0A5W8CD04	unreviewed	A0A5W8CD04_SALET	30S ribosomal protein S10	Salmonella enterica subsp. enterica serovar Colindale	103
WP_001181005.1	A0A0G3QJC9	unreviewed	A0A0G3QJC9_9ENTR	30S ribosomal protein S10	Phytobacter ursingii	103
WP_001181005.1	A0A7Z0Y0B0	unreviewed	A0A7Z0Y0B0_SALDZ	30S ribosomal protein S10	Salmonella enterica subsp. diarizonae serovar Rough:r:z	103
WP_001181005.1	A0A2J9E2Z6	unreviewed	A0A2J9E2Z6_9GAMM	30S ribosomal protein S10	Pantoea sp. FDAARGOS_194	103
WP_001181005.1	A0A808IIS5	unreviewed	A0A808IIS5_9ENTR	30S ribosomal protein S10	Enterobacter sp. Crenshaw	103
WP_001181005.1	E0SIX2	unreviewed	E0SIX2_DICD3	30S ribosomal protein S10	Dickeya dadantii (strain 3937) (Erwinia chrysanthemi (strain 3937))	103
WP_001181005.1	A0A6I7CWS2	unreviewed	A0A6I7CWS2_9GAMM	30S ribosomal protein S10	Proteus columbae	103
WP_001181005.1	A0A3T0QQ82	unreviewed	A0A3T0QQ82_9ENTR	30S ribosomal protein S10	Klebsiella sp. LY	103
WP_001181005.1	A0A5H6P8H8	unreviewed	A0A5H6P8H8_SALET	30S ribosomal protein S10	Salmonella enterica subsp. enterica serovar Adjame	103
WP_001181005.1	A0A2P5GHH6	unreviewed	A0A2P5GHH6_9ENTR	30S ribosomal protein S10	Superficieibacter electus	103
WP_001181005.1	A0A427K2E0	unreviewed	A0A427K2E0_9GAMM	30S ribosomal protein S10	Erwinia sp. 198	103
WP_001181005.1	A0A2I0FQ99	unreviewed	A0A2I0FQ99_9GAMM	30S ribosomal protein S10	Enterobacterales bacterium CwR94	103
WP_001181005.1	A0A223U595	unreviewed	A0A223U595_9ENTR	30S ribosomal protein S10	Klebsiella quasivariicola	103
WP_001181005.1	A0A345LZU4	unreviewed	A0A345LZU4_9GAMM	30S ribosomal protein S10	Providencia huaxiensis	103
WP_001181005.1	A0A2W0G9M2	unreviewed	A0A2W0G9M2_9ENTR	30S ribosomal protein S10	Enterobacter cloacae complex sp	103
WP_001181005.1	A0A855YK14	unreviewed	A0A855YK14_9GAMM	30S ribosomal protein S10	Pantoea sp. ARC270	103
WP_001181005.1	A0A0A7MMC2	unreviewed	A0A0A7MMC2_ACTEU	30S ribosomal protein S10	Actinobacillus equuli subsp. equuli	103
WP_001181005.1	A0A329V9W1	unreviewed	A0A329V9W1_9GAMM	30S ribosomal protein S10	Photorhabdus laumondii subsp. clarkei	103
WP_001181005.1	A0A1S8CIQ2	unreviewed	A0A1S8CIQ2_9GAMM	30S ribosomal protein S10	Serratia oryzae	103
WP_001181005.1	A0A4R1FY53	unreviewed	A0A4R1FY53_9PAST	30S ribosomal protein S10	Volucribacter psittacicida	103
WP_001181005.1	A0A3A4CD83	unreviewed	A0A3A4CD83_9GAMM	30S ribosomal protein S10	Dickeya dianthicola	103
WP_001181005.1	A0A2K9QJ25	unreviewed	A0A2K9QJ25_9GAMM	30S ribosomal protein S10	Dickeya zeae	103
WP_001181005.1	A0A2T9UJ61	unreviewed	A0A2T9UJ61_9ENTR	30S ribosomal protein S10	Enterobacter sp. HN503E2II	103
WP_001181005.1	A0A093S505	unreviewed	A0A093S505_9GAMM	30S ribosomal protein S10	Pectobacterium polaris	103
WP_001181005.1	A0A5Q5EJM3	unreviewed	A0A5Q5EJM3_9ENTR	30S ribosomal protein S10	Enterobacter sp. CRENT-193	103
WP_001181005.1	A0A2S0VGE7	unreviewed	A0A2S0VGE7_9ENTR	30S ribosomal protein S10	Enterobacteriaceae bacterium S05	103
WP_001181005.1	A0A285BAR1	unreviewed	A0A285BAR1_9ENTR	30S ribosomal protein S10	Klebsiella grimontii	103
WP_001181005.1	Q0I164	reviewed	RS10_HAES1	30S ribosomal protein S10	Haemophilus somnus (strain 129Pt) (Histophilus somni)	103
WP_001181005.1	A0A2K9PEH2	unreviewed	A0A2K9PEH2_9ENTR	30S ribosomal protein S10	Citrobacter freundii complex sp. CFNIH2	103
WP_001181005.1	A0A2I8Q0U8	unreviewed	A0A2I8Q0U8_9ENTR	30S ribosomal protein S10	Enterobacteriaceae bacterium ENNIH1	103
WP_001181005.1	A0A0J5XCB2	unreviewed	A0A0J5XCB2_9GAMM	30S ribosomal protein S10	Pectobacterium peruviense	103
WP_001181005.1	A0A6M5D607	unreviewed	A0A6M5D607_9ENTR	30S ribosomal protein S10	Kosakonia sp. MUSA4	103
WP_001181005.1	A0A0F1A783	unreviewed	A0A0F1A783_9ENTR	30S ribosomal protein S10	Enterobacter sichuanensis	103
WP_001181005.1	A0A7U5V7Q2	unreviewed	A0A7U5V7Q2_9ENTR	30S ribosomal protein S10	Enterobacter cloacae complex sp. FDA-CDC-AR_0132	103
WP_001181005.1	A0A2I8S103	unreviewed	A0A2I8S103_9ENTR	30S ribosomal protein S10	Citrobacter freundii complex sp. CFNIH3	103
WP_001181005.1	A0A2I8TFV0	unreviewed	A0A2I8TFV0_9ENTR	30S ribosomal protein S10	Citrobacter freundii complex sp. CFNIH9	103
WP_001181005.1	A0A6C8LUZ1	unreviewed	A0A6C8LUZ1_SALET	30S ribosomal protein S10	Salmonella enterica subsp. enterica serovar Lubbock	103
WP_001181005.1	A0A2P5IHB7	unreviewed	A0A2P5IHB7_9GAMM	30S ribosomal protein S10	Pantoea sp. PSNIH6	103
WP_001181005.1	A0A2S4SIZ9	unreviewed	A0A2S4SIZ9_9ENTR	30S ribosomal protein S10	Enterobacter cloacae complex sp. ECNIH11	103
WP_001181005.1	A0A855LXA2	unreviewed	A0A855LXA2_9ENTR	30S ribosomal protein S10	Enterobacter cloacae complex sp. ECNIH14	103
WP_001181005.1	A0A2S5C2S2	unreviewed	A0A2S5C2S2_9ENTR	30S ribosomal protein S10	Lelliottia sp. 7254-16	103
WP_001181005.1	A0A0F0XK70	unreviewed	A0A0F0XK70_9ENTR	30S ribosomal protein S10	Enterobacter kobei	103
WP_001181005.1	A0A328C1Q5	unreviewed	A0A328C1Q5_9PAST	30S ribosomal protein S10	Glaesserella australis	103
WP_001181005.1	A0A4R4J1F9	unreviewed	A0A4R4J1F9_9GAMM	30S ribosomal protein S10	Photorhabdus khanii subsp. guanajuatensis	103
WP_001181005.1	A0A4R4ISF3	unreviewed	A0A4R4ISF3_PHOLU	30S ribosomal protein S10	Photorhabdus luminescens subsp. mexicana	103
WP_001181005.1	A0A2T3VYA9	unreviewed	A0A2T3VYA9_9GAMM	30S ribosomal protein S10	Pectobacterium punjabense	103
WP_001181005.1	A0A5X9WI90	unreviewed	A0A5X9WI90_SALET	30S ribosomal protein S10	Salmonella enterica subsp. enterica serovar Albany	103
WP_001181005.1	A0A4P8SL77	unreviewed	A0A4P8SL77_9GAMM	30S ribosomal protein S10	Nissabacter sp. SGAir0207	103
WP_001181005.1	A0A564JWY9	unreviewed	A0A564JWY9_9ENTR	30S ribosomal protein S10	Klebsiella huaxiensis	103
WP_001181005.1	E3DIK1	unreviewed	E3DIK1_ERWSE	30S ribosomal protein S10	Erwinia sp. (strain Ejp617)	103
WP_001181005.1	A0A0H3NGS4	unreviewed	A0A0H3NGS4_SALTS	30S ribosomal protein S10	Salmonella typhimurium (strain SL1344)	103
WP_001181005.1	A0A2Y9TXV9	unreviewed	A0A2Y9TXV9_9GAMM	30S ribosomal protein S10	Limnobaculum parvum	103
WP_001181005.1	A0A2U1TK40	unreviewed	A0A2U1TK40_9GAMM	30S ribosomal protein S10	Brenneria sp. CFCC 11842	103
WP_001181005.1	A0A2U3ERS1	unreviewed	A0A2U3ERS1_9ENTR	30S ribosomal protein S10	Enterobacter sp. CGMCC 5087	103
WP_001181005.1	A0A0K0HES4	unreviewed	A0A0K0HES4_SALBC	30S ribosomal protein S10	Salmonella bongori (strain ATCC 43975 / DSM 13772 / NCTC 12419)	103
WP_001181005.1	A0A329H2G2	unreviewed	A0A329H2G2_9ENTR	30S ribosomal protein S10	Enterobacter sp. RIT 418	103
WP_001181005.1	A0A716MXR7	unreviewed	A0A716MXR7_SALTI	30S ribosomal protein S10	Salmonella enterica subsp. enterica serovar Typhi str. CT18	103
WP_001181005.1	A0A3R8N9W6	unreviewed	A0A3R8N9W6_9GAMM	30S ribosomal protein S10	Pectobacterium aquaticum	103
WP_001181005.1	Q65QV4	reviewed	RS10_MANSM	30S ribosomal protein S10	Mannheimia succiniciproducens (strain MBEL55E)	103
WP_001181005.1	A0A2V1H7V5	unreviewed	A0A2V1H7V5_9GAMM	30S ribosomal protein S10	Serratia sp. S1B	103
WP_001181005.1	A0A3V4QTJ2	unreviewed	A0A3V4QTJ2_SALET	30S ribosomal protein S10	Salmonella enterica subsp. enterica serovar Kottbus	103
WP_001181005.1	A0A426WHY1	unreviewed	A0A426WHY1_SALET	30S ribosomal protein S10	Salmonella enterica subsp. enterica serovar Java	103
WP_001181005.1	A0A8B2S6L7	unreviewed	A0A8B2S6L7_9ENTR	30S ribosomal protein S10	Enterobacter sp. GER_MD16_1505_Eko_090	103
WP_001181005.1	A0A808XSM9	unreviewed	A0A808XSM9_9ENTR	30S ribosomal protein S10	Raoultella sp. X13	103
WP_001181005.1	A0A345C5F2	unreviewed	A0A345C5F2_9ENTR	30S ribosomal protein S10	Leclercia sp. W17	103
WP_001181005.1	B0UX12	reviewed	RS10_HISS2	30S ribosomal protein S10	Histophilus somni (strain 2336) (Haemophilus somnus)	103
WP_001181005.1	A0A8B2XKB7	unreviewed	A0A8B2XKB7_9ENTR	30S ribosomal protein S10	Enterobacter sp. AM17-18	103
WP_001181005.1	A0A0F7LML5	unreviewed	A0A0F7LML5_9GAMM	30S ribosomal protein S10	Photorhabdus thracensis	103
WP_001181005.1	A0A0X4EGE5	unreviewed	A0A0X4EGE5_9ENTR	30S ribosomal protein S10	Enterobacter genomosp. O	103
WP_001181005.1	A0A7Y8YH78	unreviewed	A0A7Y8YH78_9GAMM	30S ribosomal protein S10	Kalamiella piersonii	103
WP_001181005.1	P67903	reviewed	RS10_PHOLL	30S ribosomal protein S10	Photorhabdus laumondii subsp. laumondii (strain DSM 15139 / CIP 105565 / TT01)	103
WP_001181005.1	A0A087FK40	unreviewed	A0A087FK40_KLEVA	30S ribosomal protein S10	Klebsiella variicola	103
WP_001181005.1	A0A495AMT0	unreviewed	A0A495AMT0_9ENTR	30S ribosomal protein S10	Enterobacter sp. R1(2018)	103
WP_001181005.1	A0A3G2FLM5	unreviewed	A0A3G2FLM5_9GAMM	30S ribosomal protein S10	Serratia sp. 3ACOL1	103
WP_001181005.1	A0A809HIR3	unreviewed	A0A809HIR3_9GAMM	30S ribosomal protein S10	Serratia sp. P2ACOL2	103
WP_001181005.1	A0A4V2W651	unreviewed	A0A4V2W651_9ENTR	30S ribosomal protein S10	Raoultella sp. BIGb0138	103
WP_001181005.1	A0A8B4YYV3	unreviewed	A0A8B4YYV3_9ENTR	30S ribosomal protein S10	Raoultella sp. BIGb0149	103
WP_001181005.1	A0A3N1I0Z4	unreviewed	A0A3N1I0Z4_9ENTR	30S ribosomal protein S10	Enterobacter sp. BIGb0383	103
WP_001181005.1	A0A3N2F3J6	unreviewed	A0A3N2F3J6_9ENTR	30S ribosomal protein S10	Raoultella sp. BIGb0399	103
WP_001181005.1	A0A4U7KAN4	unreviewed	A0A4U7KAN4_9GAMM	30S ribosomal protein S10	Pectobacterium polonicum	103
WP_001181005.1	A0A3N1VN63	unreviewed	A0A3N1VN63_9GAMM	30S ribosomal protein S10	Erwinia sp. JUb26	103
WP_001181005.1	A0A3N2DL82	unreviewed	A0A3N2DL82_9ENTR	30S ribosomal protein S10	Enterobacter sp. BIGb0359	103
WP_001181005.1	A0A348D7E1	unreviewed	A0A348D7E1_9ENTR	30S ribosomal protein S10	Metakosakonia sp. MRY16-398	103
WP_001181005.1	A0A221T4W5	unreviewed	A0A221T4W5_9GAMM	30S ribosomal protein S10	Pectobacterium versatile	103
WP_001181005.1	A0A7U3F3W2	unreviewed	A0A7U3F3W2_9ENTR	30S ribosomal protein S10	Klebsiella africana	103
WP_001181005.1	A0A377IXD1	unreviewed	A0A377IXD1_9PAST	30S ribosomal protein S10	Haemophilus pittmaniae	103
WP_001181005.1	A0A5C1C4V3	unreviewed	A0A5C1C4V3_9ENTR	30S ribosomal protein S10	Enterobacter chengduensis	103
WP_001181005.1	A0A3R9N7D0	unreviewed	A0A3R9N7D0_9ENTR	30S ribosomal protein S10	Enterobacter huaxiensis	103
WP_001181005.1	A0A8B6S6C4	unreviewed	A0A8B6S6C4_9ENTR	30S ribosomal protein S10	Enterobacter sp. WCHEn090032	103
WP_001181005.1	A0A3A3ZNP2	unreviewed	A0A3A3ZNP2_9ENTR	30S ribosomal protein S10	Enterobacter chuandaensis	103
WP_001181005.1	A0A411WQD0	unreviewed	A0A411WQD0_9GAMM	30S ribosomal protein S10	Jinshanibacter zhutongyuii	103
WP_001181005.1	A0A731NFW7	unreviewed	A0A731NFW7_SALER	30S ribosomal protein S10	Salmonella enterica subsp. salamae serovar 42:r:-	103
WP_001181005.1	A0A4Q8P3N9	unreviewed	A0A4Q8P3N9_SALET	30S ribosomal protein S10	Salmonella enterica subsp. enterica serovar Brancaster	103
